Name,Details,Matriculation Year,Placename
"Hall, Bartholomew","of Dorset, gent. Hart Hall, matric. 14 June, 1611, aged 18, B.A. 7 Nov., 1615; bar.-at-law, Middle Temple, 1623, bencher 1649 (as 2nd son of Thomas, of Kingston Lacy, Dorset, gent.), attorney-general to the duchy of Lancaster. See Foster's Judges and Barristers.",1611,dorset,lancaster
"Hall, James","of co. Gloucester, pleb. Gloucester Hall, matric. 8 May, 1618, aged 20. [5]",1618,gloucester
"Hall, John","of Kent, pleb. St. Alban Hall, matric. 1 Dec., 1615, aged 17. [15]",1615,kent
"Hall, John","of co. Worcester, pleb. Balliol Coll., matric. 13 Dec., 1616, aged 17; B.A. 22 Feb., 1619-20, M.A. 4 July, 1622, rector of Bromsgrove, co. Worcester, 1624-57; father of John 1650, bishop of Bristol, and perhaps brother of Edmund 1636, and Thomas 1628. See Foster's Index Eccl.",1616,worcester,bristol
"Hall, John","of Cheshire, pleb. New Coll., matric. 17 Oct., 1617, aged 17; B.A. from Hart Hall 28 June, 1620.",1617,cheshire
"Hall, John","of Sussex, pleb. Brasenose Coll. matric. 10 Nov., 1621, aged 19; B.A. 7 July, 1624.",1621,sussex
"Hall, Philip","of Devon, pleb. Wadham Coll., matric. 27 June, 1617, aged 18; B.A. from St. Alban Hall 10 Dec., 1621, M.A. 2 June, 1624, rector of Willand 1629, and of Upton Pyne, Devon, 1636, ejected and reinstated at the restoration; died in 1683. See Gardiner, 46; & Foster's Index Eccl.",1617,devon
"Hall, Richard","of Southants, gent. Hart Hall, matric. 1 July, 1603, aged 14; B.A. 10 Feb., 1608-9; M.A. from Lincoln Coll. 30 June, 1612, [perhaps B.D. from All Souls' Coll. 19 May, 1617 (incorporated at Cambridge 1617), D.D. 18 Dec., 1620.]",1603,southants,lincoln,cambridge
"Hall, Richard","of Yorks, pleb. Magdalen Hall, matric. 28 April, 1615, aged 19. [25]",1615,yorks
"Hall, Thomas","of co. Warwick, pleb. Magdalen Hall, matric. 24 May, 1611, aged 18 (scholar of Jesus Coll., Cambridge, 28 Feb., 1609-10), B.A. 4 March, 1613-14; possibly student of Gray's Inn 1616, as son and heir of Thomas, of Priors Marston, co. Warwick, gent. See Foster's Gray's Inn Reg. Reg. & O.H.S. x. 372.",1611,warwick,cambridge
"Hall, Thomas","of Cheshire, pleb. Brasenose Coll., matric. 14 June, 1616, aged 15; B.A. 22 Feb., 1619-20.",1616,cheshire
"Hall, William","of Westmorland, pleb. Queen's Coll., matric. 3 Nov., 1615, aged 16; B.A. from St. Edmund Hall 13 July, 1619, M.A. 3 July, 1622, vicar of Morland, Westmorland, 1624. See Foster's Index Eccl.",1615,westmorland
"Hall, William","of co. Warwick, pleb. Magdalen Hall, matric. 23 Nov., 1621, aged 17; B.A. 22 Feb., 1624-5, M.A. 26 May, 1627.",1621,warwick
"Hall, William","s. Richard, of South Newton, Oxon, pleb. Magdalen Coll., matric. 4 Feb., 1624-5, aged 17, B.A. 12 Feb., 1628-9; perhaps M.A. from St. Edmund Hall 10 Dec., 1631; one of these names rector of Glaston, Rutland, 1639, sequestered 1648, restored 1661. See Foster's Index Eccl. & Add. MS. 15,671, p. 4.",1624,oxon,rutland
"Hallett, John","of Kent, pleb. Lincoln Coll., matric. 22 June, 1610, aged 17. [30]",1610,kent,lincoln
"Hallett, John","of Somerset, pleb. St. Alban Hall, matric. 16 Nov., 1621, aged 20.",1621,somerset
"Hallet, Thomas","of Dorset, pleb. Broadgates Hall, matric. 2 Nov., 1621, aged 19; B.A. 7 Feb., 1623-4; M.A. from Pembroke Coll. 7 July, 1627 (as John); one of these names rector of Chedington, Dorset, 1647. See Foster's Index Eccl.",1621,dorset,pembroke
"Hallet, William","of Somerset, cler. fil. St. Alban Hall, matric. 9 Nov., 1621, aged 20; B.A. 13 Feb., 1622-3, vicar of Cutcombe, Somerset, 1624. See Foster's Index Eccl.",1621,somerset
"Halliday, Jeremy","of co. Lancaster, pleb. Brasenose Coll., matric. 10 July, 1606, aged 15; B.A. 6 Feb., 1609-10.",1606,lancaster
"Hals, Matthew","1s. Richard, of Kenington, Devon, arm. Magdalen Hall, matric. 14 March, 1622-3, aged 17; buried at Egg Buckland Aug., 1656; brother of Richard 1637; father of Edmund, Peter, and Matthew, next-named.",1622,devon
"Halsall, Cuthbert","of co. Lancaster, cler. fil. Brasenose Coll., matric. 21 Nov., 1617, aged 17; B.A. 5 July, 1621, M.A. 29 Oct., 1624.",1617,lancaster
"Halsey, Richard","of London, pleb. University Coll., matric. 8 Nov., 1616, aged 16; B.A. 11 Feb., 1619-20, M.A. 6 July, 1622, vicar of East Dean, Sussex, 1633. See Foster's Index Eccl. & Add. MS. 15,670, p. 36. [5]",1616,london,sussex
"Halsted, Nicholas","s. Richard, of Whalley, co. Lancaster, pleb. University Coll., matric. 21 Feb., 1622-3, aged 17.",1622,lancaster
"Halsted, Richard","of Yorks, pleb. University Coll., matric. 30 Oct., 1618, aged 17; B.A. 28 Feb., 1621-2, M.A. 5 July, 1624.",1618,yorks
"Halswell, George","of Somerset, eq. fil. University Coll., matric. 20 June, 1620, aged 15; B.A. 7 Feb., 1623-4 (s. Sir Nicholas); brother of Henry 1602, Hugh 1612, John 1608, Nicholas 1608, and Robert 1602. [20]",1620,somerset
"Halswell, Hugh","of Somerset, militis fil. Hart Hall, matric. 7 July, 1612, aged 14; commoner of Wadham Coll. 1613, B.A. from All Souls' Coll. 25 Oct., 1616, M.A. 3 June, 1619, proctor 1627, created D.D. 16 Jan., 1642-3 (4s. Sir Nicholas), vicar of Wembdon, Somerset, 1623, rector of Lympham, Somerset, 1627, and of Codford St. Peter, Wilts, 1633, sometime rector of Cheriton, Hants, claimed it in 1645; brother of George, etc. See Foster's Index Eccl. & Add. MS. 15,669, p. 204.",1612,somerset,wilts,hants
"Halswell, John","of Somerset, militis fil. New Coll., matric. 17 June, 1608, aged 17, B.C.L. 22 Nov., 1615; died 11 Dec., 1618; buried in college chapel; brother of George, etc. See Gutch, i. 220. [25]",1608,somerset
"Halswell, Nicholas","of Somerset, militis fil. Magdalen Coll., matric. 13 July, 1608, aged 14; B.A. 1 Dec., 1613, M.A. 15 Jan., 1616-17; brother of George, etc.",1608,somerset
"Halton, James","of Cumberland, pleb. Queen's Coll., matric. 10 May, 1622, aged 16; B.A. 15 Feb., 1625-6, rector of Aikton, Cumberland, 1646. See Foster's Index Eccl. & Add. MS. 15,670, p. 147.",1622,cumberland
"Ham, Henry","of co. Gloucester, cler. fil. Broadgates* Hall, matric. 12 June, 1618, aged 17; B.A. 1 Feb., 1619-20. [10]",1618,gloucester
"Ham, John","of co. Gloucester, pleb. Christ Church, matric. 28 June, 1616, aged 22; B.A. 21 March, 1616-17.",1616,gloucester
"Ham, John","of co. Gloucester, pleb. Broadgates Hall, matric. 3 Nov., 1620, aged 16; B.A. 29 Nov., 1620, M.A. 18 June, 1623; perhaps rector of Harnhill, co. Gloucester, 1641. See Foster's Index Ecclesiasticus.",1620,gloucester
"Hamer, Radolphus (Hamore)","of London, gent. Brasenose Coll., matric. 14 March, 1605-6, aged 17; a student of Inner Temple, 1614. See Foster's Inns of Court Reg.",1605,london
"Hamersley, Walter","of co. Stafford, gent. Trinity Coll., matric. 15 June, 1610, aged 19.",1610,stafford
"Hamersly, William","of co. Stafford, pleb. Balliol Coll., matric. 12 Dec., 1617, aged 17; B.A. 8 June, 1621, M.A. 24 April, 1624, rector of Nortonin-Hales, Salop, 1633. See Foster's Index Eccl.",1617,stafford,salop
"Hamlett, Thomas","of co. Southants, pleb. New Coll., matric. 22 Feb., 1604-5, aged 17; B.A. from Magdalen Coll. 24 April, 1630, student of the Inner Temple 1609, of Testwood, Hants, gent. See Foster's Inns of Court Reg.",1604,southants,hants
"Hamlin, Roger","of Devon, gent. Exeter Coll., matric. 4 May, 1621, aged 19; B.A. 2 July, 1625, vicar of West Down, Devon, 1630. See Foster's Index Eccl. [20]",1621,devon
"Hammon, Martin","of Wilts, pleb. Exeter Coll., matric. 3 May, 1621, aged 16.",1621,wilts
"Hammond, Henry","of Surrey, doctoris fil. Magdalen Coll., matric. 26 June, 1621, aged 15; demy 1619-25, B.A. 11 Dec., 1622, fellow 1625-34, M.A. 30 June, 1625 (incorporated at Cambridge 1626), B.D. 28 Jan., 1633-4, D.D. 7 March, 1638-9, public orator 1645-8, and canon of Christ Church, rejected 1648, ""the learned and celebrated theologist"" (s. John), rector of Penshurst, Kent, 1633, until sequestered 4 March, 1645-6, archdeacon of Chichester 1642, chaplain to Charles I. 1645; born at Chertsey, Surrey, (18 or) 26 Aug., 1605, died 25 April, 1660; brother of Luke and father of John 1658. See Ath. iii. 493; Burrows, 487, 511; Bloxam, v. 88; Add. MS. 15,670, p. 31; Fasti, i. 311; & D.N.B.",1621,surrey,cambridge,kent
"Hammond, John","of Northants, pleb. Magdalen Coll., matric. 16 June, 1610, aged 22.",1610,northants
"Hampden, John","of London, arm. Magdalen Coll., matric. 30 March, 1610, aged 15; 'the patriot' (s. John by Elizabeth Cromwell), student of Inner Temple 1613, a parliamentarian colonel, M.P. Grampound 1621-2, Wendover 1624-9, Bucks AprilMay, 1640, and 1640 (l.p.) until his death, mortally wounded at Chalgrove field, Oxon, 18 June, 1643, and died at Thame 24th. See Ath. iii. 59; Foster's Inns of Court Reg.; Waters' Chesters of Chicheley, i. 91; & D.N.B. [5]",1610,london,bucks,oxon
"Ham(p)den, John","s. John, of Croydon, Surrey, pleb. Christ Church, matric. 30 Jan., 1623-4, aged 18; B.A. 27 June, 1627, rector of Little Bookham, Surrey, 1631. See Al. West. 90; & Foster's Index Eccl.",1623,surrey
"Hampson, (Sir) Thomas","of London, militis fil. Oriel Coll., matric. 21 Nov., 1606, aged 17; of Gray's Inn 1609, an ancient 1632 (s. Sir Robert), created a baronet 3 June, 1642, master of the statute office; died at Taplow 21 Aug., 1655; father of Robert and Thomas 1641. See Foster's Gray's Inn Reg.",1606,london
"Hampsonn, Thomas","of co. Gloucester, gent. Lincoln Coll., matric. 19 Jan., 1615-16, aged 18; a student of Middle Temple 1626 (as son and heir of Francis, of Broadwell, co. Gloucester, gent.), licenced 11 May, 1627, to marry Martha, daughter of Anthony Palmer, esq., of St. Dunstan's-in-theWest. See Foster's Inns of Court Reg. & London Marriage Licences, ed. Foster.",1615,gloucester,lincoln,london
"Hampton, Elias","of Jersey, pleb. St. John's Coll., matric. 25 Jan., 1610-11, aged 18.",1610,jersey
"Hampton, John","1s. Robert, of Erchfont, Wilts, arm. Broadgates Hall, matric. 2 July, 1624, aged 16, B.A. 7 July, 1624; M.A. from Pembroke Coll. 17 April, 1627, student of Lincoln's Inn 1628. See Foster's Inns of Court Reg.",1624,wilts,pembroke
"Hampton, Stephen","s. John, of Sandwich, Kent, pleb. Magdalen Hall, matric. 31 Jan., 1622-3, aged 18; B.A. 15 June, 1626, M.A. 28 April, 1629.",1622,kent
"Hampton, Thomas","s. William, of Reigate, Surrey, sacerd. New Coll., matric. 11 March, 1624-5, aged 16; B.A. from Corpus Christi Coll. 30 Jan., 1626-7; his father vicar of Reigate 1599; brother of William next-named.",1624,surrey
"Hampton, William","of Surrey, cler. fil. New Coll., matric. 17 Nov., 1615, aged 15, B.A. 10 July, 1618; M.A. from Hart Hall 25 April, 1621, rector of Bletchingley, Surrey, 1625, and of Plumpton, Sussex, 1634; died in 1677, aged 77; father of Charles. See Foster's Index Eccl.",1615,surrey,sussex
"Hanbury, Thomas (Hanburie)","1s. Thomas, of Buriton, Hants, gent. Magdalen Coll., matric. 2 July, 1624, aged 18, of East Maple Durham; died 1652. [10]",1624,hants,durham
"Hancocke, Edward","of Wilts, pleb. Oriel Coll., matric. 30 April, 1619, aged 17, B.A. 4 July, 1622; possibly rector of St. Philip and St. James, Bristol, and ejected for nonconformity 1662; died at Horfield, near Bristol; father of Edward 1685. See Calamy, iii. 170.",1619,wilts,bristol
"Hancocke, John","of co. Lancaster, gent. Brasenose Coll., matric. 27 June, 1617, aged 18; B.A. 10 July, 1617, M.A. 6 July, 1622. [30]",1617,lancaster
"Hancocke, Nathaniel","of co. Lancaster, pleb. Brasenose Coll., matric. 30 May, 1617, aged 19; B.A. 10 July, 1617, vicar of Portslade, Sussex, 1638, rector of Southwick, Sussex, 1643. See Foster's Index Eccl.",1617,lancaster,sussex
"Hancock, Richard (Hancoke)","of London, gent. Brasenose Coll., matric. 30 Oct., 1607, aged 16; B.A. 30 Oct., 1610, M.A. 23 June, 1613, vicar of North Petherwin, Cornwall, 1620. See Foster's Index Eccl. [10]",1607,london,cornwall
"Hancock, William (Handcock)","of Devon, arm. fil. nat. max. Corpus Christi Coll. matric. 7 June, 1616, aged 14; B.A. 4 Feb., 1618-19, incorporated at Cambridge 1619, student of Middle Temple 1618 (as son of Edward, of Combe Martin, Devon, esq.); died 2 May, 1625; father of John 1640. See Foster's Inns of Court Reg.",1616,devon,cambridge
"Hancocks, William","of Northumberland, pleb. Christ Church, matric. 19 June, 1607, aged 20; called ""Hancocke"" in Mat. Reg.",1607,northumberland
"Handleighe, John","of Dorset, cler. fil. Lincoln Coll., matric. 22 Oct., 1619, aged 18.",1619,dorset,lincoln
"Handman, John","of co. Gloucester. Gloucester Hall, matric. 20 Oct., 1609, aged 16, paup. schol., B.A. 12 May, 1613, M.A. 4 June, 1616; perhaps rector of Hartley Mauditt, Hants, &c., 1631. See Foster's Index Eccl.",1609,gloucester,hants
"Hanley, John","s. Christopher, of Knighton, co. Radnor, pleb. Jesus Coll., matric. 30 April, 1624, aged 20; B.A. 21 Oct., 1626, rector of Aberporth, co. Cardigan, 1640. See Foster's Index Eccl. & Add. MS. 15,671, p. 89.",1624,radnor,cardigan
"Hanmer, (Sir) John","of co. Flint, militis fil. nat. max. Oriel Coll., matric. 13 March, 1606-7, aged 15; B.A. 2 July, 1608, a student of Lincoln's Inn 1610 (as son of Sir Thomas, of Hanmer, Flints, kt.), created a baronet 8 July, 1620, M. P. Flints 1624, died same year; father of Thomas 1642. See Foster's Inns of Court Reg. [25]",1606,flint,flints
"Hansard, William","s. William, of Clea, co. Lincoln, pleb. Magdalen Hall, matric. 31 Oct., 1623, aged 16; perhaps of Humberston, and descended from Hammond aforesaid.",1623,lincoln
"Harbin, Henry","of Dorset, pleb. Brasenose Coll., matric. 28 March, 1617, aged 16. [15]",1617,dorset
"Harbin, John","of Dorset, pleb. Brasenose Coll., matric. 28 March, 1617, aged 15; B.A. from Lincoln Coll. 10 May, 1619.",1617,dorset,lincoln
"Harbin, Robert","of Dorset, gent. Hart Hall, matric. 6 Feb., 1606-7, aged 18; student of Middle Temple 1607, as son and heir of John, of Weeke, Dorset, gent. See Foster's Inns of Court Reg.",1606,dorset
"Hardeley, Peter","of Southants, pleb. New Coll., matric. 10 Oct., 1617, aged 18; B.A. 27 June, 1621.",1617,southants
"Harderet, Martin","of Middlesex, gent. Broadgates Hall, matric. 10 May, 1616, aged 17.",1616,middlesex
"Harding, Andrew","of Salop, pleb. Oriel Coll., matric. 1 July, 1603, aged 15; B.A. from Hart Hall 11 Feb., 1606-7.",1603,salop
"Harding, Anthony","s. Richard, of Burbage, Wilts, pleb. Magdalen Coll., matric. 27 June, 1623, aged 20; B.A. 17 Dec., 1623.",1623,wilts
"Harding, Francis","born in Oxford, s. John, S.T.D. and president of Magdalen Coll. New Coll., matric. 22 Oct., 1624, aged 19; student of Lincoln's Inn 1627; brother of John 1616. See Foster's Inns of Court Reg.",1624,oxford
"Hardinge, John","of Oxon, D.D., fil. nat. max. Magdalen Coll., matric. 25 Oct., 1616, aged 15; demy 1615-22, B.A. 16 Dec., 1620, fellow 1622-8, M.A. 3 July, 1623, perhaps created D.D. 24 April, 1648; one of these names rector of Stoke Perrow, Somerset, 1623, and vicar of Ashbury, Berks, 1631, rector of Brinkworth, Wilts, about 1642, until ejected for nonconformity in 1662; 'a most violent presbyterian'; father of John 1649, and of Edward 1650. See Fasti, ii. 118; Bloxam, v. 74; Foster's Index Eccl.; & Calamy, iii. 358.",1616,oxon,somerset,berks,wilts
"Hardyng, John","s. William, of Combe Martin, Devon, pleb. Exeter Coll., matric. 11 Oct., 1622, aged 21 (subs. Heardinge), B.A. 22 Oct., 1622, rector of Westleigh, Devon, 1629. See Foster's Index Eccl.",1622,devon
"Hardinge, Richard","of Wilts, gent. St. Edmund Hall, matric. 20 Oct., 1609, aged 16; a student of Lincoln's Inn 1611 (as son of John of city of New Sarum, Wilts, gent.), perhaps M. P. Great Bedwin April-May, 1640, 1640 (l.p.) till disabled in Feb., 1644. See Foster's Inns of Court Reg. [10]",1609,wilts,sarum
"Hardinge, Thomas","of Wilts, gent. St. Edmund Hall, matric. 20 Oct., 1609, aged 17.",1609,wilts
"Hardinge, Walter","of Southants, pleb. New Coll., matric. 15 June, 1604, aged 30; signs with mark.",1604,southants
"Hardinge, William","of Yorks, pleb. Corpus Christi Coll., matric. 19 June, 1610, aged 17; B.A. 11 Nov., 1612.",1610,yorks
"Hardware, Henry","of Cheshire, arm. Brasenose Coll., matric. 14 March, 1605-6, aged 17. See Ormerod's Cheshire, ii. 333.",1605,cheshire
"Hardwicke, Humphrey","of co. Worcester, pleb. Jesus Coll., matric. 2 Nov., 1621, aged 19; rector of Witton in Droitwich, co. Worcester, 1629; perhaps sequestered to rectory of Much Hadham, Herts, 1645. See Foster's Index Eccl.; & Add. MS. 15,669. [5]",1621,worcester,herts
"Hardey, John","of Dorset, gent. Trinity Coll., matric. 21 March, 1616-17, aged 16, B.A. 28 June, 1620, M.A. 26 May, 1623; perhaps vicar of Hursley, Hants, 1638, and vicar of Preston, Dorset, 1662. See Foster's Index Eccl.",1616,dorset,hants
"Hardey, Thomas","of co. Southants, gent. Broadgates Hall, matric. 2 Dec., 1608, aged 16; bar.at-law, Lincoln's Inn, 1616, as son of Richard of Southampton town deceased. See Foster's Judges and Barristers.",1608,southants,southampton
"Hare, Hugh","s. Samuel, of London, gent. Hart Hall, matric. 16 April, 1624, aged 18. [30]",1624,london
"Hare, John","of Notts, pleb. Magdalen Coll., matric. 25 Oct. 1616, aged 18; B.A. from Magdalen Hall 3 Feb., 1619-20, M.A. 26 June, 1622.",1616,notts
"Harewell, Edmund","of co. Worcester, K.B. fil. nat. max. Christ Church, matric. 30 March, 1604, aged 15.",1604,worcester
"Harflett, John","of Kent, gent. Brasenose Coll., matric. 28 March, 1617, aged 15, B.A. 4 Feb., 1618-19; M.A. from Hart Hall 21 June, 1621. See Hasted's Kent, iii. 587, 679.",1617,kent
"Harflett, John","of Cornwall, arm. fil. nat. max. St. John's Coll., matric. 12 Nov., 1619, aged 16; B.A. 9 May, 1622, B.C.L. 26 April, 1626.",1619,cornwall
"Harford, Bridstock","born in co. Gloucester, s. Henry, of Bosbury, co. Hereford, gent. Lincoln Coll., matric. 30 April, 1624, aged 17; B.A. 21 Oct., 1626, and perhaps B.Med. 24 Oct., 1628, and D.Med. 21 Nov., 1639; father of the next-named, and of John 1658. [20]",1624,gloucester,hereford,lincoln
"Harford, Emanuel","of Somerset, pleb. St. Alban Hall, matric. 5 June, 1618, aged 18; B.A. 17 July, 1620. [25]",1618,somerset
"Harford, John","of Somerset, pleb. Exeter Coll., matric. 22 Jan., 1618-19, aged 21 (""Juramentii non suscepit""), B.A. 26 Jan., 1618-19, M.A. 29 June, 1623; perhaps rector of Barwick, Somerset, 1643. See Foster's Index Eccl.",1618,somerset
"Hargreaves, John","of co. Lancaster, pleb. Brasenose Coll., matric. 21 Nov., 1617, aged 18; B.A. 5 July, 1621, rector of Bolton-nigh-Bolland, Yorks, 1626. See Foster's Index Eccl.",1617,lancaster,yorks
"Harleston, Clement","of Essex, arm. Exeter Coll., matric. 18 May, 1610, aged 16. [15]",1610,essex
"Harmar, John","of London, gent. New Coll., matric. 16 Dec., 1603, aged 20; one of these names rector of Higham Gobion, Beds, 1610. See Foster's Index Eccl.",1603,london,beds
"Harmar, Robert","of Middlesex, gent. New Coll., matric. 12 Oct., 1610, aged 19; B.A. 9 May, 1614, M.A. 17 Jan., 1617-18, vicar of Steeple Morden, co. Cambridge, 1620. See Foster's Index Eccl.",1610,middlesex,cambridge
"Harpur, John","of co. Derby, arm. Brasenose Coll., matric. 12 April, 1616, aged 14; probably son of Sir Richard, of Swarkston, kt., and himself knighted 4 July, 1630, and died s.p. 1677.",1616,derby
